sample,participant,scenario,wz,obs_T,fut_T,t_anchor,t_min,t_max,n_seg_frames,n_gaze_rows,seg_dir,gaze_file,split
P30_S2_noWarning_WZ1_s0013,P30,S2_noWarning,1,10,25,1772658519.396,1772658517.596,1772658524.396,66,69,aligned\P30_S2_noWarning_WZ1_s0013\seg,aligned\P30_S2_noWarning_WZ1_s0013\gaze.csv,train
P30_S2_noWarning_WZ1_s0014,P30,S2_noWarning,1,10,25,1772658519.596,1772658517.796,1772658524.596,66,69,aligned\P30_S2_noWarning_WZ1_s0014\seg,aligned\P30_S2_noWarning_WZ1_s0014\gaze.csv,train
P30_S2_noWarning_WZ1_s0015,P30,S2_noWarning,1,10,25,1772658519.796,1772658517.996,1772658524.796,66,69,aligned\P30_S2_noWarning_WZ1_s0015\seg,aligned\P30_S2_noWarning_WZ1_s0015\gaze.csv,train
P30_S2_noWarning_WZ1_s0016,P30,S2_noWarning,1,10,25,1772658519.996,1772658518.196,1772658524.996,67,68,aligned\P30_S2_noWarning_WZ1_s0016\seg,aligned\P30_S2_noWarning_WZ1_s0016\gaze.csv,train
P30_S2_noWarning_WZ1_s0017,P30,S2_noWarning,1,10,25,1772658520.196,1772658518.396,1772658525.196,67,68,aligned\P30_S2_noWarning_WZ1_s0017\seg,aligned\P30_S2_noWarning_WZ1_s0017\gaze.csv,train
P30_S2_noWarning_WZ1_s0018,P30,S2_noWarning,1,10,25,1772658520.396,1772658518.596,1772658525.396,67,69,aligned\P30_S2_noWarning_WZ1_s0018\seg,aligned\P30_S2_noWarning_WZ1_s0018\gaze.csv,train
P30_S3_rainy_WZ1_s0000,P30,S3_rainy,1,10,25,1772659382.065,1772659380.265,1772659387.065,62,68,aligned\P30_S3_rainy_WZ1_s0000\seg,aligned\P30_S3_rainy_WZ1_s0000\gaze.csv,train
P30_S3_rainy_WZ1_s0001,P30,S3_rainy,1,10,25,1772659382.265,1772659380.465,1772659387.265,61,68,aligned\P30_S3_rainy_WZ1_s0001\seg,aligned\P30_S3_rainy_WZ1_s0001\gaze.csv,train
P30_S3_rainy_WZ1_s0002,P30,S3_rainy,1,10,25,1772659382.465,1772659380.665,1772659387.465,62,68,aligned\P30_S3_rainy_WZ1_s0002\seg,aligned\P30_S3_rainy_WZ1_s0002\gaze.csv,train
P30_S3_rainy_WZ1_s0003,P30,S3_rainy,1,10,25,1772659382.665,1772659380.865,1772659387.665,62,68,aligned\P30_S3_rainy_WZ1_s0003\seg,aligned\P30_S3_rainy_WZ1_s0003\gaze.csv,train
P30_S3_rainy_WZ1_s0004,P30,S3_rainy,1,10,25,1772659382.865,1772659381.065,1772659387.865,63,67,aligned\P30_S3_rainy_WZ1_s0004\seg,aligned\P30_S3_rainy_WZ1_s0004\gaze.csv,train
P30_S3_rainy_WZ1_s0005,P30,S3_rainy,1,10,25,1772659383.065,1772659381.265,1772659388.065,63,68,aligned\P30_S3_rainy_WZ1_s0005\seg,aligned\P30_S3_rainy_WZ1_s0005\gaze.csv,train
P30_S3_rainy_WZ1_s0006,P30,S3_rainy,1,10,25,1772659383.265,1772659381.465,1772659388.265,64,68,aligned\P30_S3_rainy_WZ1_s0006\seg,aligned\P30_S3_rainy_WZ1_s0006\gaze.csv,train
P30_S3_rainy_WZ1_s0007,P30,S3_rainy,1,10,25,1772659383.465,1772659381.665,1772659388.465,64,67,aligned\P30_S3_rainy_WZ1_s0007\seg,aligned\P30_S3_rainy_WZ1_s0007\gaze.csv,train
P30_S3_rainy_WZ1_s0008,P30,S3_rainy,1,10,25,1772659383.665,1772659381.865,1772659388.665,63,68,aligned\P30_S3_rainy_WZ1_s0008\seg,aligned\P30_S3_rainy_WZ1_s0008\gaze.csv,train
P30_S3_rainy_WZ1_s0009,P30,S3_rainy,1,10,25,1772659383.865,1772659382.065,1772659388.865,63,68,aligned\P30_S3_rainy_WZ1_s0009\seg,aligned\P30_S3_rainy_WZ1_s0009\gaze.csv,train
P30_S3_rainy_WZ1_s0010,P30,S3_rainy,1,10,25,1772659384.065,1772659382.265,1772659389.065,63,68,aligned\P30_S3_rainy_WZ1_s0010\seg,aligned\P30_S3_rainy_WZ1_s0010\gaze.csv,train
P30_S3_rainy_WZ1_s0011,P30,S3_rainy,1,10,25,1772659384.265,1772659382.465,1772659389.265,62,68,aligned\P30_S3_rainy_WZ1_s0011\seg,aligned\P30_S3_rainy_WZ1_s0011\gaze.csv,train
P30_S3_rainy_WZ1_s0012,P30,S3_rainy,1,10,25,1772659384.465,1772659382.665,1772659389.465,62,68,aligned\P30_S3_rainy_WZ1_s0012\seg,aligned\P30_S3_rainy_WZ1_s0012\gaze.csv,train
P30_S3_rainy_WZ1_s0013,P30,S3_rainy,1,10,25,1772659384.665,1772659382.865,1772659389.665,63,68,aligned\P30_S3_rainy_WZ1_s0013\seg,aligned\P30_S3_rainy_WZ1_s0013\gaze.csv,train
P30_S3_rainy_WZ1_s0014,P30,S3_rainy,1,10,25,1772659384.865,1772659383.065,1772659389.865,63,68,aligned\P30_S3_rainy_WZ1_s0014\seg,aligned\P30_S3_rainy_WZ1_s0014\gaze.csv,train
P30_S3_rainy_WZ1_s0015,P30,S3_rainy,1,10,25,1772659385.065,1772659383.265,1772659390.065,63,68,aligned\P30_S3_rainy_WZ1_s0015\seg,aligned\P30_S3_rainy_WZ1_s0015\gaze.csv,train
P30_S3_rainy_WZ1_s0016,P30,S3_rainy,1,10,25,1772659385.265,1772659383.465,1772659390.265,62,68,aligned\P30_S3_rainy_WZ1_s0016\seg,aligned\P30_S3_rainy_WZ1_s0016\gaze.csv,train
P30_S4_curve_WZ1_s0000,P30,S4_curve,1,10,25,1772661272.854,1772661271.054,1772661277.854,63,69,aligned\P30_S4_curve_WZ1_s0000\seg,aligned\P30_S4_curve_WZ1_s0000\gaze.csv,train
P30_S4_curve_WZ1_s0001,P30,S4_curve,1,10,25,1772661273.054,1772661271.254,1772661278.054,63,68,aligned\P30_S4_curve_WZ1_s0001\seg,aligned\P30_S4_curve_WZ1_s0001\gaze.csv,train
P30_S4_curve_WZ1_s0002,P30,S4_curve,1,10,25,1772661273.254,1772661271.454,1772661278.254,63,68,aligned\P30_S4_curve_WZ1_s0002\seg,aligned\P30_S4_curve_WZ1_s0002\gaze.csv,train
P30_S4_curve_WZ1_s0003,P30,S4_curve,1,10,25,1772661273.454,1772661271.654,1772661278.454,62,68,aligned\P30_S4_curve_WZ1_s0003\seg,aligned\P30_S4_curve_WZ1_s0003\gaze.csv,train
P30_S4_curve_WZ1_s0004,P30,S4_curve,1,10,25,1772661273.654,1772661271.854,1772661278.654,62,69,aligned\P30_S4_curve_WZ1_s0004\seg,aligned\P30_S4_curve_WZ1_s0004\gaze.csv,train
P30_S4_curve_WZ1_s0005,P30,S4_curve,1,10,25,1772661273.854,1772661272.054,1772661278.854,62,68,aligned\P30_S4_curve_WZ1_s0005\seg,aligned\P30_S4_curve_WZ1_s0005\gaze.csv,train
P30_S4_curve_WZ1_s0006,P30,S4_curve,1,10,25,1772661274.054,1772661272.254,1772661279.054,61,68,aligned\P30_S4_curve_WZ1_s0006\seg,aligned\P30_S4_curve_WZ1_s0006\gaze.csv,train
P30_S4_curve_WZ1_s0007,P30,S4_curve,1,10,25,1772661274.254,1772661272.454,1772661279.254,61,68,aligned\P30_S4_curve_WZ1_s0007\seg,aligned\P30_S4_curve_WZ1_s0007\gaze.csv,train
P30_S4_curve_WZ1_s0008,P30,S4_curve,1,10,25,1772661274.454,1772661272.654,1772661279.454,61,68,aligned\P30_S4_curve_WZ1_s0008\seg,aligned\P30_S4_curve_WZ1_s0008\gaze.csv,train
P30_S4_curve_WZ1_s0009,P30,S4_curve,1,10,25,1772661274.654,1772661272.854,1772661279.654,61,68,aligned\P30_S4_curve_WZ1_s0009\seg,aligned\P30_S4_curve_WZ1_s0009\gaze.csv,train
P30_S4_curve_WZ1_s0010,P30,S4_curve,1,10,25,1772661274.854,1772661273.054,1772661279.854,61,68,aligned\P30_S4_curve_WZ1_s0010\seg,aligned\P30_S4_curve_WZ1_s0010\gaze.csv,train
P30_S4_curve_WZ1_s0011,P30,S4_curve,1,10,25,1772661275.054,1772661273.254,1772661280.054,61,68,aligned\P30_S4_curve_WZ1_s0011\seg,aligned\P30_S4_curve_WZ1_s0011\gaze.csv,train
P30_S4_curve_WZ1_s0012,P30,S4_curve,1,10,25,1772661275.254,1772661273.454,1772661280.254,61,68,aligned\P30_S4_curve_WZ1_s0012\seg,aligned\P30_S4_curve_WZ1_s0012\gaze.csv,train
P30_S4_curve_WZ1_s0013,P30,S4_curve,1,10,25,1772661275.454,1772661273.654,1772661280.454,60,68,aligned\P30_S4_curve_WZ1_s0013\seg,aligned\P30_S4_curve_WZ1_s0013\gaze.csv,train
P30_S4_curve_WZ1_s0014,P30,S4_curve,1,10,25,1772661275.654,1772661273.854,1772661280.654,60,69,aligned\P30_S4_curve_WZ1_s0014\seg,aligned\P30_S4_curve_WZ1_s0014\gaze.csv,train
P30_S4_curve_WZ1_s0015,P30,S4_curve,1,10,25,1772661275.854,1772661274.054,1772661280.854,60,68,aligned\P30_S4_curve_WZ1_s0015\seg,aligned\P30_S4_curve_WZ1_s0015\gaze.csv,train
P30_S4_curve_WZ1_s0016,P30,S4_curve,1,10,25,1772661276.054,1772661274.254,1772661281.054,61,68,aligned\P30_S4_curve_WZ1_s0016\seg,aligned\P30_S4_curve_WZ1_s0016\gaze.csv,train
P30_S4_curve_WZ1_s0017,P30,S4_curve,1,10,25,1772661276.254,1772661274.454,1772661281.254,61,68,aligned\P30_S4_curve_WZ1_s0017\seg,aligned\P30_S4_curve_WZ1_s0017\gaze.csv,train
P30_S4_curve_WZ1_s0018,P30,S4_curve,1,10,25,1772661276.454,1772661274.654,1772661281.454,61,68,aligned\P30_S4_curve_WZ1_s0018\seg,aligned\P30_S4_curve_WZ1_s0018\gaze.csv,train
P30_S4_curve_WZ1_s0019,P30,S4_curve,1,10,25,1772661276.654,1772661274.854,1772661281.654,62,68,aligned\P30_S4_curve_WZ1_s0019\seg,aligned\P30_S4_curve_WZ1_s0019\gaze.csv,train
P30_S4_curve_WZ1_s0020,P30,S4_curve,1,10,25,1772661276.854,1772661275.054,1772661281.854,61,68,aligned\P30_S4_curve_WZ1_s0020\seg,aligned\P30_S4_curve_WZ1_s0020\gaze.csv,train
P30_S4_curve_WZ1_s0021,P30,S4_curve,1,10,25,1772661277.054,1772661275.254,1772661282.054,62,68,aligned\P30_S4_curve_WZ1_s0021\seg,aligned\P30_S4_curve_WZ1_s0021\gaze.csv,train
P30_S5_nighttime_WZ1_s0000,P30,S5_nighttime,1,10,25,1772661622.567,1772661620.767,1772661627.567,56,68,aligned\P30_S5_nighttime_WZ1_s0000\seg,aligned\P30_S5_nighttime_WZ1_s0000\gaze.csv,train
P30_S5_nighttime_WZ1_s0001,P30,S5_nighttime,1,10,25,1772661622.767,1772661620.967,1772661627.767,55,69,aligned\P30_S5_nighttime_WZ1_s0001\seg,aligned\P30_S5_nighttime_WZ1_s0001\gaze.csv,train
P30_S5_nighttime_WZ1_s0002,P30,S5_nighttime,1,10,25,1772661622.967,1772661621.167,1772661627.967,55,68,aligned\P30_S5_nighttime_WZ1_s0002\seg,aligned\P30_S5_nighttime_WZ1_s0002\gaze.csv,train
P30_S5_nighttime_WZ1_s0003,P30,S5_nighttime,1,10,25,1772661623.167,1772661621.367,1772661628.167,55,68,aligned\P30_S5_nighttime_WZ1_s0003\seg,aligned\P30_S5_nighttime_WZ1_s0003\gaze.csv,train
P30_S5_nighttime_WZ1_s0004,P30,S5_nighttime,1,10,25,1772661623.367,1772661621.567,1772661628.367,56,69,aligned\P30_S5_nighttime_WZ1_s0004\seg,aligned\P30_S5_nighttime_WZ1_s0004\gaze.csv,train
P30_S5_nighttime_WZ1_s0005,P30,S5_nighttime,1,10,25,1772661623.567,1772661621.767,1772661628.567,56,68,aligned\P30_S5_nighttime_WZ1_s0005\seg,aligned\P30_S5_nighttime_WZ1_s0005\gaze.csv,train
P30_S5_nighttime_WZ1_s0006,P30,S5_nighttime,1,10,25,1772661623.767,1772661621.967,1772661628.767,57,68,aligned\P30_S5_nighttime_WZ1_s0006\seg,aligned\P30_S5_nighttime_WZ1_s0006\gaze.csv,train
P30_S5_nighttime_WZ1_s0007,P30,S5_nighttime,1,10,25,1772661623.967,1772661622.167,1772661628.967,57,68,aligned\P30_S5_nighttime_WZ1_s0007\seg,aligned\P30_S5_nighttime_WZ1_s0007\gaze.csv,train
P30_S5_nighttime_WZ1_s0008,P30,S5_nighttime,1,10,25,1772661624.167,1772661622.367,1772661629.167,56,68,aligned\P30_S5_nighttime_WZ1_s0008\seg,aligned\P30_S5_nighttime_WZ1_s0008\gaze.csv,train
P30_S5_nighttime_WZ1_s0009,P30,S5_nighttime,1,10,25,1772661624.367,1772661622.567,1772661629.367,57,68,aligned\P30_S5_nighttime_WZ1_s0009\seg,aligned\P30_S5_nighttime_WZ1_s0009\gaze.csv,train
P30_S5_nighttime_WZ1_s0010,P30,S5_nighttime,1,10,25,1772661624.567,1772661622.767,1772661629.567,58,68,aligned\P30_S5_nighttime_WZ1_s0010\seg,aligned\P30_S5_nighttime_WZ1_s0010\gaze.csv,train
P30_S5_nighttime_WZ1_s0011,P30,S5_nighttime,1,10,25,1772661624.767,1772661622.967,1772661629.767,58,69,aligned\P30_S5_nighttime_WZ1_s0011\seg,aligned\P30_S5_nighttime_WZ1_s0011\gaze.csv,train
P30_S5_nighttime_WZ1_s0012,P30,S5_nighttime,1,10,25,1772661624.967,1772661623.167,1772661629.967,57,68,aligned\P30_S5_nighttime_WZ1_s0012\seg,aligned\P30_S5_nighttime_WZ1_s0012\gaze.csv,train
P30_S5_nighttime_WZ1_s0013,P30,S5_nighttime,1,10,25,1772661625.167,1772661623.367,1772661630.167,57,68,aligned\P30_S5_nighttime_WZ1_s0013\seg,aligned\P30_S5_nighttime_WZ1_s0013\gaze.csv,train
P30_S5_nighttime_WZ1_s0014,P30,S5_nighttime,1,10,25,1772661625.367,1772661623.567,1772661630.367,57,68,aligned\P30_S5_nighttime_WZ1_s0014\seg,aligned\P30_S5_nighttime_WZ1_s0014\gaze.csv,train
P30_S5_nighttime_WZ1_s0015,P30,S5_nighttime,1,10,25,1772661625.567,1772661623.767,1772661630.567,58,68,aligned\P30_S5_nighttime_WZ1_s0015\seg,aligned\P30_S5_nighttime_WZ1_s0015\gaze.csv,train
P30_S5_nighttime_WZ1_s0016,P30,S5_nighttime,1,10,25,1772661625.767,1772661623.967,1772661630.767,59,69,aligned\P30_S5_nighttime_WZ1_s0016\seg,aligned\P30_S5_nighttime_WZ1_s0016\gaze.csv,train
P30_S5_nighttime_WZ1_s0017,P30,S5_nighttime,1,10,25,1772661625.967,1772661624.167,1772661630.967,59,68,aligned\P30_S5_nighttime_WZ1_s0017\seg,aligned\P30_S5_nighttime_WZ1_s0017\gaze.csv,train
P30_S5_nighttime_WZ1_s0018,P30,S5_nighttime,1,10,25,1772661626.167,1772661624.367,1772661631.167,59,68,aligned\P30_S5_nighttime_WZ1_s0018\seg,aligned\P30_S5_nighttime_WZ1_s0018\gaze.csv,train
P30_S5_nighttime_WZ1_s0019,P30,S5_nighttime,1,10,25,1772661626.367,1772661624.567,1772661631.367,58,68,aligned\P30_S5_nighttime_WZ1_s0019\seg,aligned\P30_S5_nighttime_WZ1_s0019\gaze.csv,train
P30_S5_nighttime_WZ1_s0020,P30,S5_nighttime,1,10,25,1772661626.567,1772661624.767,1772661631.567,59,68,aligned\P30_S5_nighttime_WZ1_s0020\seg,aligned\P30_S5_nighttime_WZ1_s0020\gaze.csv,train
P30_S5_nighttime_WZ1_s0021,P30,S5_nighttime,1,10,25,1772661626.767,1772661624.967,1772661631.767,60,68,aligned\P30_S5_nighttime_WZ1_s0021\seg,aligned\P30_S5_nighttime_WZ1_s0021\gaze.csv,train
P30_S5_nighttime_WZ1_s0022,P30,S5_nighttime,1,10,25,1772661626.967,1772661625.167,1772661631.967,60,68,aligned\P30_S5_nighttime_WZ1_s0022\seg,aligned\P30_S5_nighttime_WZ1_s0022\gaze.csv,train
P30_S5_nighttime_WZ1_s0023,P30,S5_nighttime,1,10,25,1772661627.167,1772661625.367,1772661632.167,60,68,aligned\P30_S5_nighttime_WZ1_s0023\seg,aligned\P30_S5_nighttime_WZ1_s0023\gaze.csv,train
P30_S5_nighttime_WZ1_s0024,P30,S5_nighttime,1,10,25,1772661627.367,1772661625.567,1772661632.367,60,68,aligned\P30_S5_nighttime_WZ1_s0024\seg,aligned\P30_S5_nighttime_WZ1_s0024\gaze.csv,train
P30_S5_nighttime_WZ1_s0025,P30,S5_nighttime,1,10,25,1772661627.567,1772661625.767,1772661632.567,59,68,aligned\P30_S5_nighttime_WZ1_s0025\seg,aligned\P30_S5_nighttime_WZ1_s0025\gaze.csv,train
P30_S5_nighttime_WZ1_s0026,P30,S5_nighttime,1,10,25,1772661627.767,1772661625.967,1772661632.767,60,68,aligned\P30_S5_nighttime_WZ1_s0026\seg,aligned\P30_S5_nighttime_WZ1_s0026\gaze.csv,train
P30_S6_truck_WZ1_s0000,P30,S6_truck,1,10,25,1772660886.949,1772660885.149,1772660891.949,64,68,aligned\P30_S6_truck_WZ1_s0000\seg,aligned\P30_S6_truck_WZ1_s0000\gaze.csv,train
P30_S6_truck_WZ1_s0001,P30,S6_truck,1,10,25,1772660887.149,1772660885.349,1772660892.149,64,69,aligned\P30_S6_truck_WZ1_s0001\seg,aligned\P30_S6_truck_WZ1_s0001\gaze.csv,train
P30_S6_truck_WZ1_s0002,P30,S6_truck,1,10,25,1772660887.349,1772660885.549,1772660892.349,64,68,aligned\P30_S6_truck_WZ1_s0002\seg,aligned\P30_S6_truck_WZ1_s0002\gaze.csv,train
P30_S6_truck_WZ1_s0003,P30,S6_truck,1,10,25,1772660887.549,1772660885.749,1772660892.549,63,68,aligned\P30_S6_truck_WZ1_s0003\seg,aligned\P30_S6_truck_WZ1_s0003\gaze.csv,train
P30_S6_truck_WZ1_s0004,P30,S6_truck,1,10,25,1772660887.749,1772660885.949,1772660892.749,63,68,aligned\P30_S6_truck_WZ1_s0004\seg,aligned\P30_S6_truck_WZ1_s0004\gaze.csv,train
P30_S6_truck_WZ1_s0005,P30,S6_truck,1,10,25,1772660887.949,1772660886.149,1772660892.949,63,68,aligned\P30_S6_truck_WZ1_s0005\seg,aligned\P30_S6_truck_WZ1_s0005\gaze.csv,train
P30_S6_truck_WZ1_s0006,P30,S6_truck,1,10,25,1772660888.149,1772660886.349,1772660893.149,63,68,aligned\P30_S6_truck_WZ1_s0006\seg,aligned\P30_S6_truck_WZ1_s0006\gaze.csv,train
P30_S6_truck_WZ1_s0007,P30,S6_truck,1,10,25,1772660888.349,1772660886.549,1772660893.349,63,68,aligned\P30_S6_truck_WZ1_s0007\seg,aligned\P30_S6_truck_WZ1_s0007\gaze.csv,train
P30_S6_truck_WZ1_s0008,P30,S6_truck,1,10,25,1772660888.549,1772660886.749,1772660893.549,62,68,aligned\P30_S6_truck_WZ1_s0008\seg,aligned\P30_S6_truck_WZ1_s0008\gaze.csv,train
P30_S6_truck_WZ1_s0009,P30,S6_truck,1,10,25,1772660888.749,1772660886.949,1772660893.749,62,68,aligned\P30_S6_truck_WZ1_s0009\seg,aligned\P30_S6_truck_WZ1_s0009\gaze.csv,train
P30_S6_truck_WZ1_s0010,P30,S6_truck,1,10,25,1772660888.949,1772660887.149,1772660893.949,63,69,aligned\P30_S6_truck_WZ1_s0010\seg,aligned\P30_S6_truck_WZ1_s0010\gaze.csv,train
P30_S6_truck_WZ1_s0011,P30,S6_truck,1,10,25,1772660889.149,1772660887.349,1772660894.149,63,69,aligned\P30_S6_truck_WZ1_s0011\seg,aligned\P30_S6_truck_WZ1_s0011\gaze.csv,train
P30_S6_truck_WZ1_s0012,P30,S6_truck,1,10,25,1772660889.349,1772660887.549,1772660894.349,63,68,aligned\P30_S6_truck_WZ1_s0012\seg,aligned\P30_S6_truck_WZ1_s0012\gaze.csv,train
P30_S6_truck_WZ1_s0013,P30,S6_truck,1,10,25,1772660889.549,1772660887.749,1772660894.549,63,67,aligned\P30_S6_truck_WZ1_s0013\seg,aligned\P30_S6_truck_WZ1_s0013\gaze.csv,train
P30_S6_truck_WZ1_s0014,P30,S6_truck,1,10,25,1772660889.749,1772660887.949,1772660894.749,63,68,aligned\P30_S6_truck_WZ1_s0014\seg,aligned\P30_S6_truck_WZ1_s0014\gaze.csv,train
P30_S6_truck_WZ1_s0015,P30,S6_truck,1,10,25,1772660889.949,1772660888.149,1772660894.949,63,68,aligned\P30_S6_truck_WZ1_s0015\seg,aligned\P30_S6_truck_WZ1_s0015\gaze.csv,train
P30_S6_truck_WZ1_s0016,P30,S6_truck,1,10,25,1772660890.149,1772660888.349,1772660895.149,63,68,aligned\P30_S6_truck_WZ1_s0016\seg,aligned\P30_S6_truck_WZ1_s0016\gaze.csv,train
P30_S6_truck_WZ1_s0017,P30,S6_truck,1,10,25,1772660890.349,1772660888.549,1772660895.349,63,68,aligned\P30_S6_truck_WZ1_s0017\seg,aligned\P30_S6_truck_WZ1_s0017\gaze.csv,train
P30_S6_truck_WZ1_s0018,P30,S6_truck,1,10,25,1772660890.549,1772660888.749,1772660895.549,63,68,aligned\P30_S6_truck_WZ1_s0018\seg,aligned\P30_S6_truck_WZ1_s0018\gaze.csv,train
P30_S6_truck_WZ1_s0019,P30,S6_truck,1,10,25,1772660890.749,1772660888.949,1772660895.749,63,68,aligned\P30_S6_truck_WZ1_s0019\seg,aligned\P30_S6_truck_WZ1_s0019\gaze.csv,train
P30_S6_truck_WZ1_s0020,P30,S6_truck,1,10,25,1772660890.949,1772660889.149,1772660895.949,62,68,aligned\P30_S6_truck_WZ1_s0020\seg,aligned\P30_S6_truck_WZ1_s0020\gaze.csv,train
P30_S6_truck_WZ1_s0021,P30,S6_truck,1,10,25,1772660891.149,1772660889.349,1772660896.149,62,68,aligned\P30_S6_truck_WZ1_s0021\seg,aligned\P30_S6_truck_WZ1_s0021\gaze.csv,train
P31_S1_normal_WZ1_s0000,P31,S1_normal,1,10,25,1772736496.462,1772736494.662,1772736501.462,65,68,aligned\P31_S1_normal_WZ1_s0000\seg,aligned\P31_S1_normal_WZ1_s0000\gaze.csv,test
P31_S1_normal_WZ1_s0001,P31,S1_normal,1,10,25,1772736496.662,1772736494.862,1772736501.662,65,68,aligned\P31_S1_normal_WZ1_s0001\seg,aligned\P31_S1_normal_WZ1_s0001\gaze.csv,test
P31_S1_normal_WZ1_s0002,P31,S1_normal,1,10,25,1772736496.862,1772736495.062,1772736501.862,66,68,aligned\P31_S1_normal_WZ1_s0002\seg,aligned\P31_S1_normal_WZ1_s0002\gaze.csv,test
P31_S1_normal_WZ1_s0003,P31,S1_normal,1,10,25,1772736497.062,1772736495.262,1772736502.062,66,69,aligned\P31_S1_normal_WZ1_s0003\seg,aligned\P31_S1_normal_WZ1_s0003\gaze.csv,test
P31_S1_normal_WZ1_s0004,P31,S1_normal,1,10,25,1772736497.262,1772736495.462,1772736502.262,66,69,aligned\P31_S1_normal_WZ1_s0004\seg,aligned\P31_S1_normal_WZ1_s0004\gaze.csv,test
P31_S1_normal_WZ1_s0005,P31,S1_normal,1,10,25,1772736497.462,1772736495.662,1772736502.462,66,68,aligned\P31_S1_normal_WZ1_s0005\seg,aligned\P31_S1_normal_WZ1_s0005\gaze.csv,test
P31_S1_normal_WZ1_s0006,P31,S1_normal,1,10,25,1772736497.662,1772736495.862,1772736502.662,66,68,aligned\P31_S1_normal_WZ1_s0006\seg,aligned\P31_S1_normal_WZ1_s0006\gaze.csv,test
P31_S1_normal_WZ1_s0007,P31,S1_normal,1,10,25,1772736497.862,1772736496.062,1772736502.862,66,68,aligned\P31_S1_normal_WZ1_s0007\seg,aligned\P31_S1_normal_WZ1_s0007\gaze.csv,test
P31_S1_normal_WZ1_s0008,P31,S1_normal,1,10,25,1772736498.062,1772736496.262,1772736503.062,66,69,aligned\P31_S1_normal_WZ1_s0008\seg,aligned\P31_S1_normal_WZ1_s0008\gaze.csv,test
P31_S1_normal_WZ1_s0009,P31,S1_normal,1,10,25,1772736498.262,1772736496.462,1772736503.262,66,68,aligned\P31_S1_normal_WZ1_s0009\seg,aligned\P31_S1_normal_WZ1_s0009\gaze.csv,test
P31_S1_normal_WZ1_s0010,P31,S1_normal,1,10,25,1772736498.462,1772736496.662,1772736503.462,66,68,aligned\P31_S1_normal_WZ1_s0010\seg,aligned\P31_S1_normal_WZ1_s0010\gaze.csv,test
P31_S1_normal_WZ1_s0011,P31,S1_normal,1,10,25,1772736498.662,1772736496.862,1772736503.662,66,68,aligned\P31_S1_normal_WZ1_s0011\seg,aligned\P31_S1_normal_WZ1_s0011\gaze.csv,test
P31_S1_normal_WZ1_s0012,P31,S1_normal,1,10,25,1772736498.862,1772736497.062,1772736503.862,66,68,aligned\P31_S1_normal_WZ1_s0012\seg,aligned\P31_S1_normal_WZ1_s0012\gaze.csv,test
P31_S1_normal_WZ1_s0013,P31,S1_normal,1,10,25,1772736499.062,1772736497.262,1772736504.062,66,68,aligned\P31_S1_normal_WZ1_s0013\seg,aligned\P31_S1_normal_WZ1_s0013\gaze.csv,test
P31_S1_normal_WZ1_s0014,P31,S1_normal,1,10,25,1772736499.262,1772736497.462,1772736504.262,65,69,aligned\P31_S1_normal_WZ1_s0014\seg,aligned\P31_S1_normal_WZ1_s0014\gaze.csv,test
P31_S1_normal_WZ1_s0015,P31,S1_normal,1,10,25,1772736499.462,1772736497.662,1772736504.462,66,68,aligned\P31_S1_normal_WZ1_s0015\seg,aligned\P31_S1_normal_WZ1_s0015\gaze.csv,test
P31_S1_normal_WZ1_s0016,P31,S1_normal,1,10,25,1772736499.662,1772736497.862,1772736504.662,66,68,aligned\P31_S1_normal_WZ1_s0016\seg,aligned\P31_S1_normal_WZ1_s0016\gaze.csv,test
P31_S1_normal_WZ1_s0017,P31,S1_normal,1,10,25,1772736499.862,1772736498.062,1772736504.862,66,68,aligned\P31_S1_normal_WZ1_s0017\seg,aligned\P31_S1_normal_WZ1_s0017\gaze.csv,test
P31_S1_normal_WZ1_s0018,P31,S1_normal,1,10,25,1772736500.062,1772736498.262,1772736505.062,66,68,aligned\P31_S1_normal_WZ1_s0018\seg,aligned\P31_S1_normal_WZ1_s0018\gaze.csv,test
P31_S1_normal_WZ1_s0019,P31,S1_normal,1,10,25,1772736500.262,1772736498.462,1772736505.262,66,69,aligned\P31_S1_normal_WZ1_s0019\seg,aligned\P31_S1_normal_WZ1_s0019\gaze.csv,test
P31_S1_normal_WZ1_s0020,P31,S1_normal,1,10,25,1772736500.462,1772736498.662,1772736505.462,66,68,aligned\P31_S1_normal_WZ1_s0020\seg,aligned\P31_S1_normal_WZ1_s0020\gaze.csv,test
P31_S1_normal_WZ1_s0021,P31,S1_normal,1,10,25,1772736500.662,1772736498.862,1772736505.662,66,68,aligned\P31_S1_normal_WZ1_s0021\seg,aligned\P31_S1_normal_WZ1_s0021\gaze.csv,test
P31_S1_normal_WZ1_s0022,P31,S1_normal,1,10,25,1772736500.862,1772736499.062,1772736505.862,65,68,aligned\P31_S1_normal_WZ1_s0022\seg,aligned\P31_S1_normal_WZ1_s0022\gaze.csv,test
P31_S1_normal_WZ1_s0023,P31,S1_normal,1,10,25,1772736501.062,1772736499.262,1772736506.062,66,69,aligned\P31_S1_normal_WZ1_s0023\seg,aligned\P31_S1_normal_WZ1_s0023\gaze.csv,test
P31_S1_normal_WZ1_s0024,P31,S1_normal,1,10,25,1772736501.262,1772736499.462,1772736506.262,66,68,aligned\P31_S1_normal_WZ1_s0024\seg,aligned\P31_S1_normal_WZ1_s0024\gaze.csv,test
